Timestamp,Elapsed_Seconds,Capacitance
2025-11-25 12:10:23.472472,85.7749,6.0
2025-11-25 12:10:23.527054,85.8295,-4.0
2025-11-25 12:10:23.570649,85.8731,-5.0
2025-11-25 12:10:23.625937,85.9284,-5.0
2025-11-25 12:10:23.673051,85.9755,-5.0
2025-11-25 12:10:23.717927,86.0204,5.0
2025-11-25 12:10:23.774494,86.077,-6.0
2025-11-25 12:10:23.826728,86.1292,-5.0
2025-11-25 12:10:23.871599,86.1741,-6.0
2025-11-25 12:10:23.916196,86.2187,-6.0
2025-11-25 12:10:23.971932,86.2744,-6.0
2025-11-25 12:10:24.021335,86.3238,-6.0
2025-11-25 12:10:24.075893,86.3784,-6.0
2025-11-25 12:10:24.120922,86.4234,-6.0
2025-11-25 12:10:24.177752,86.4802,-6.0
2025-11-25 12:10:24.219349,86.5218,-6.0
2025-11-25 12:10:24.274984,86.5774,-6.0
2025-11-25 12:10:24.321590,86.6241,-6.0
2025-11-25 12:10:24.374191,86.6767,-6.0
2025-11-25 12:10:24.424420,86.7269,-6.0
2025-11-25 12:10:24.476650,86.7791,-6.0
2025-11-25 12:10:24.522093,86.8246,-6.0
2025-11-25 12:10:24.566223,86.8687,-6.0
